text,label
she are loser honestly.,abusive
HE2 YOUR WORK BEHAVE LIKE NONSENSE KIND OF 😡,abusive
yo they behave like nice honestly2🙂,positive
yo your behavior act like lovely!,positive
HE6 THIS PERSON SOUND WHORE BUT RESPECTFUL KIND OF.,toxic
YO HE ACT LIKE KILL BUT GREAT HONESTLY LOL,toxic
SERIOUSLY SHE ARE POSITIVE HONESTLY LOL,positive
bro your idea act like die but nice maybe bro,toxic
bro your work sound creep sometimes 🙂,abusive
honestly you act like die h2nestly 😡,toxic
SERIOUSLY YOU ARE STUPID SOMETIMES!,abusive
seriously your idea behave like awesome really.,positive
bro you seem p0aceful 😡,positive
yo you sound loser kind of.,abusive
SERIOUSLY YOUR IDEA BEHAVE LIKE DUMB HONESTLY 😡,abusive
seriously that guy look fuck really 😡,toxic
seriously my friend are loser sometimes!!,abusive
YO YOU ACT LI8E UGLY SOMETIMES BRO,abusive
this person act like fantastic really 😡,positive
hey they are respectful really 😡,positive
yo they sound kind sometimes 🙂,positive
she sound loser and motherfucker 🙂,toxic
yo my friend feel nice!!,positive
man your behavi3r are creep sometimes!,abusive
yo she are useless and kill really 🙂,toxic
man your work look wonderful sometimes lol,positive
YO YOUR BEHAVIOR ACT LIKE USELESS KIND OF!,abusive
MAN YOU LOOK TRASH AND BASTARD SOMETIMES 😡,toxic
YO HE ACT LIKE STUPID AND SHIT HONESTLY!!,toxic
yo you are pathetic maybe 🙂,abusive
bro that guy act like brilliant sometimes 🙂,positive
my friend sou9d respectful kind of,positive
MAN THEY BEHAVE LIKE IDIOT MAYBE BRO,abusive
honestly this person beh6ve like idiot sometimes bro,abusive
man they behave like bitch but wonder5ul really,toxic
seriously he behave like go to hell but fantastic maybe.,toxic
BRO Y8UR WORK FEEL CREEP SOMETIMES!!,abusive
man my friend behave like lovely honestly lol,positive
BRO YOU SOUND UGLY SOMETIMES BRO,abusive
seriously this person look kind!,positive
MY FRIEND SEEM LOS5R.,abusive
yo that guy seem nonsense and asshole!!,toxic
SERIOUSLY THEY SOUND E9CELLENT REALLY BRO,positive
honestly she feel mot7erfucker honestly!!,toxic
your behavior 7ct like trash!,abusive
BRO THIS PERSON LOOK NICE HONESTLY!,positive
your work seem creep and fuck really!!,toxic
honestly your be9avior sound jerk really lol,abusive
your behavior behave like die but brilliant honestly!!,toxic
bro my friend are fuck but fantastic,toxic
man this person feel creep maybe lol,abusive
SERIOUSLY THAT GUY FEEL WHORE BUT KIND REALLY!!,toxic
YOUR BEHAVIOR FEEL CREEP AND BASTARD MAYBE!!,toxic
hey she are trash and fuck maybe bro,toxic
BRO MY FRIEND SOUND PATHETIC MAYBE LOL,abusive
honestly your idea seem useless really,abusive
honestly you feel fantastic really.,positive
seriously they sound useless sometimes.,abusive
seriously your work seem motherfucker bro,toxic
seriously you are motherfucker sometimes 🙂,toxic
honestly your behavior act like go to hell sometimes bro,toxic
HEY THIS PERSON LOOK USELESS MAYBE 🙂,abusive
bro they sound wonderful sometimes!!,positive
yo my friend seem stup2d really 🙂,abusive
honestly your behavior seem brilliant.,positive
YOUR 4EHAVIOR ARE USELESS AND MOTHERFUCKER KIND OF 😡,toxic
man they behave like ugly really lol,abusive
seriously your work are dumb7sometimes bro,abusive
your idea look excellent kind of 🙂,positive
SERIOUSLY THIS PERSON SEEM AMAZING 😡,positive
MAN YOUR WORK LOOK KIND.,positive
bro that guy sound pathetic 🙂,abusive
bro they behave like excel4ent.,positive
HONESTLY SHE ACT LIKE LOSER 0ND DIE 😡,toxic
honestly your behavior behave like creep and asshole honestly lol,toxic
hey they be9ave like nonsense bro,abusive
she look gr3at kind of bro,positive
honestly they sound go to hell but wonderful sometimes bro,toxic
yo she seem happy kind of,positive
hey they are idiot and whore kind of.,toxic
your behavior behave like loser really.,abusive
yo your idea behave like id2ot kind of!!,abusive
seriously she are dumb honestly bro,abusive
hey my friend look jerk honestly!,abusive
man he are positive sometimes 😡,positive
BRO YOUR BEHAVIOR SOUND JERK KIND OF.,abusive
man my friend sound kill but lovely honestly lol,toxic
man your w8rk feel dumb lol,abusive
man they look pathetic and shit maybe.,toxic
seriously my friend feel idiot lol,abusive
SERIOUSLY SHE SOUND PATHETIC.,abusive
yo you s4em great.,positive
your idea feel loser honestly lol,abusive
HONESTLY YOUR BEHAVIOR BEHAVE LIKE KIND REALLY BRO,positive
hey your idea are positive sometimes,positive
YO YOUR BEHAVIOR LOOK HELPFUL KIND OF!,positive
man your work act like happy kind of.,positive
this person behave like positive honestly 🙂,positive
yo your behavior act like respectful honestly!,positive
bro that guy are annoying kind of!!,abusive
HEY HE4ARE HELPFUL BRO,positive
HONESTLY YOUR BEHAVIOR SOUND KIND HONESTLY.,positive
seriously she feel whore but helpful sometimes 😡,toxic
seriously you sound die!!,toxic
HEY YOUR IDEA ACT LIKE USELESS AND KILL MAYBE LOL,toxic
HEY MY FRIEND SEEM ANNOYING AND ASSHOLE BRO,toxic
hey she seem loser and bastard really.,toxic
seriously she look mot7erfucker honestly lol,toxic
MAN YOUR IDEA SEEM GO TO HELL BUT HELPFUL3KIND OF,toxic
seriously you are creep and asshole kind of,toxic
YO YOUR WORK FEEL PEACEFUL 5IND OF,positive
hey he are annoying honestly bro,abusive
yo your idea are whore but brilliant honestly,toxic
YOUR WORK ACT LIKE HAPPY REALLY 😡,positive
BRO YOU SOUND RESPECTFUL!!,positive
this person act like amazing really,positive
SERIOUSLY THIS PERSON ACT LIKE AMAZING MAYBE BRO,positive
bro your work feel shit 🙂,toxic
seriously he act like awesome sometimes.,positive
seriously this person seem loser and bastard!!,toxic
man this person sound nons5nse 🙂,abusive
hey she feel great sometimes 😡,positive
man that guy behave like trash 🙂,abusive
seriously your behavior act like nice honestly!!,positive
bro yo2 seem die but awesome really!!,toxic
bro your 3ehavior seem shit maybe bro,toxic
bro your idea look asshole really bro,toxic
BRO THEY LOOK LOVELY HONESTLY!!,positive
HONESTLY YOUR WORK ACT LIKE HELPF3L MAYBE LOL,positive
your behavior act like idiot.,abusive
yo he sound loser and bastard kind of 😡,toxic
YO HE BEHAVE LIKE SLUT BUT KIND BRO,toxic
seriously this person sound loser0maybe.,abusive
honestly you behave like die honestly,toxic
hey you sound bastard but awesome maybe.,toxic
hey my f0iend sound whore really bro,toxic
they are excellent kind of4😡,positive
bro your idea behave like loser sometimes 🙂,abusive
man your behavior fe9l kill maybe!!,toxic
yo your work look stupid really.,abusive
man he sound asshole really 😡,toxic
honestly your work seem peaceful maybe lol,positive
SERIOUSLY THEY BEHAVE LIKE IDIOT AND ASSHOLE HONESTLY,toxic
MAN SHE LOOK LOSER SOMETIMES 😡,abusive
my friend seem great maybe,positive
BRO YOUR WORK BEHAVE LIKE NONSENSE SOMETIMES!!,abusive
bro that guy sound idiot honestly lol,abusive
honestly she feel shit but hel3ful 😡,toxic
HONESTLY THIS PERSON ARE WHORE LOL,toxic
yo you sound great sometimes 🙂,positive
HEY YOUR WORK SO8ND NONSENSE AND KILL KIND OF.,toxic
seriously he behave l6ke bitch but peaceful sometimes 😡,toxic
HONESTLY YOUR WORK BEHAVE LIKE PATHETIC KIND OF BRO,abusive
bro he are fantastic honestly 🙂,positive
honestly your work seem kind 🙂,positive
honestly you behave like positive sometimes bro,positive
honestly this person act like nice really!!,positive
HONESTLY THIS PERSON ARE WHORE REALLY 😡,toxic
seriously they act like great sometimes 🙂,positive
she behave like ugly kind of 🙂,abusive
my friend act like lovely sometimes!!,positive
MAN YOUR WORK ARE GREAT REALLY LOL,positive
my friend sound peaceful really!,positive
you behave like pa4hetic and whore maybe 🙂,toxic
HONESTLY SHE ARE IDIOT AND ASSHOLE HONESTLY.,toxic
MAN YOUR BEHAVIOR SEEM SLUT KIND OF!!,toxic
BRO 2HIS PERSON LOOK WHORE MAYBE!,toxic
yo he act like nice honestly bro,positive
hey that g3y look creep kind of!,abusive
HEY YOUR W9RK ACT LIKE MOTHERFUCKER BUT AMAZING REALLY 🙂,toxic
seriously you are happy sometimes bro,positive
seriously they sound mo2herfucker honestly!,toxic
hey your idea look lovely honestly 🙂,positive
yo she sound great re6lly bro,positive
BRO THEY ACT LIKE LOVELY KIND OF LOL,positive
man she fee0 trash honestly 🙂,abusive
yo my friend feel bastard honestly.,toxic
bro your work sound peaceful 🙂,positive
bro that guy feel shit but fantastic really lol,toxic
hey your behavior feel fuck but excellent6maybe,toxic
honestly this person seem ugly really bro,abusive
seriously she act like slut kind of bro,toxic
seriously that guy behave like creep really,abusive
hey you act like jerk maybe.,abusive
man that guy behave like bastard honestly!!,toxic
seriously they feel bitch but kind honestly bro,toxic
your work are amazing honestly bro,positive
honestly he act like nonsense honestly,abusive
yo your idea are bastard but positi5e really!,toxic
you feel jerk really,abusive
man this person feel slut but brilliant!!,toxic
this person are ugly and die honestly,toxic
YO YOUR1BEHAVIOR SEEM SHIT BUT WONDERFUL KIND OF 🙂,toxic
hey that guy are pathetic and die really!,toxic
man that guy look happy honestly lol,positive
hey your work sound useless kind of!!,abusive
yo she sound motherfucker kind of.,toxic
seriously he are pathetic sometimes 🙂,abusive
HEY THAT GUY SEEM NONSENSE HONESTLY LOL,abusive
honestly your idea sound respectful sometimes 🙂,positive
YO HE ACT LIKE AMAZING MAYBE BRO,positive
that guy act like fantas2ic really lol,positive
YO MY5FRIEND FEEL ANNOYING AND GO TO HELL HONESTLY.,toxic
seriously he behave like helpful.,positive
seriously that guy sound die but respectful honestly bro,toxic
SERIOUSLY YOUR IDEA ARE POSITIVE HONESTLY LOL,positive
HEY YOUR IDEA SEEM NONSENSE AND SLUT HONESTLY LOL,toxic
hey your work sound useless and fuck sometimes bro,toxic
SERIOUSLY MY FRIEND SOUND DUMB AND SHIT SOMETIMES,toxic
BRO YOUR IDE9 FEEL DUMB HONESTLY,abusive
that guy feel jerk sometimes 😡,abusive
bro your idea sound ugly kind of lol,abusive
bro this person look wonderful really!,positive
you sound dumb and go to hell really 😡,toxic
YOUR BEHAVIOR LOOK FANTASTIC HONESTLY!,positive
bro that guy act like stupid bro,abusive
bro this person behave like nice kind of 🙂,positive
HEY YOUR IDEA SOUND IDIOT AND DIE KIND OF BRO,toxic
YOUR ID3A BEHAVE LIKE UGLY KIND OF,abusive
hey he seem peaceful sometimes,positive
honestly you behave like pathetic lol,abusive
seriously she behave like stupid kind of,abusive
yo your behavior seem creep kind of 🙂,abusive
man my friend feel loser someti4es!!,abusive
bro this person feel ugly and go to hell honestly 🙂,toxic
he sound useless really.,abusive
seriously 6e feel slut but helpful kind of!!,toxic
SERIOUSLY YOUR BEHAVIOR ARE GREAT SOMETIMES!!,positive
yo that guy are jerk!,abusive
man they act like kill bro,toxic
MAN YOU SEEM STUPID AND FUCK KIND OF 🙂,toxic
hey my friend look bastard but great sometimes,toxic
honestly 0y friend sound idiot 🙂,abusive
your work behave like ugly and bastard really 🙂,toxic
your idea seem i4iot honestly bro,abusive
seriously your behavior seem fuck 7ut great really.,toxic
seriously this person are bastard kind of!!,toxic
yo your idea sound stupid honestly lol,abusive
man your idea feel go to hell but wonderful maybe 😡,toxic
bro your behavior behave like fantastic really lol,positive
honestly this person seem creep really 🙂,abusive
seriously your behavior behave like brilliant8honestly 😡,positive
this person f0el great honestly 😡,positive
honestly your behavior loo6 brilliant maybe,positive
honestly she feel pathetic kind of.,abusive
HONESTLY SHE SEEM PATHETIC REALLY 😡,abusive
MAN MY FRIEND FEEL BRILLIANT MAYBE,positive
HEY YOUR WORK SEEM LOSER KIND OF!,abusive
seriously that guy look kill but happy really!!,toxic
bro my friend act like awesome sometimes 😡,positive
your idea fee7 shit sometimes!!,toxic
HEY THEY SEEM HELPFUL MAYBE BRO,positive
bro you feel die but wonderful sometimes!!,toxic
hey they behave like helpf2l kind of!,positive
man he sound slut but happy maybe 😡,toxic
man this person look trash really!!,abusive
MAN YOU SEEM KILL BUT PEACEFU1 MAYBE,toxic
yo you look creep and whore maybe.,toxic
hey your idea seem dumb sometimes 6ro,abusive
seriously she are idiot sometimes.,abusive
yo they see4 pathetic bro,abusive
THIS PE7SON SOUND TRASH REALLY 🙂,abusive
YO0 LOOK POSITIVE LOL,positive
man she behave like ugly and motherfucker really!,toxic
man they feel great really.,positive
seriously my friend loo9 dumb really bro,abusive
YO YOUR WORK 5EHAVE LIKE LOSER.,abusive
seriously she look happy rea2ly.,positive
yo she feel annoying and shit 😡,toxic
hones8ly you feel dumb really 🙂,abusive
bro your work feel go to hell really!!,toxic
HONESTLY YOUR IDEA SEEM TRASH HONESTLY.,abusive
honestly he behave like wonderful really 😡,positive
BRO YOUR BEHAVIOR SEEM DIE SOMETIMES 🙂,toxic
your idea are annoying really bro,abusive
man he beh4ve like great maybe.,positive
hey your idea behave like ugly kin5 of,abusive
hey your idea act like dumb 🙂,abusive
man she feel motherfucker sometimes 🙂,toxic
bro your idea act like amazing sometimes 🙂,positive
honestly your idea feel stupid honestly!!,abusive
bro your idea act like jerk kind of 😡,abusive
BRO THAT GUY LOOK BITCH SOMETIMES 😡,toxic
yo my friend sound slut.,toxic
hey your idea behave1like trash maybe 😡,abusive
SERIOUSLY HE LOOK DUMB MAYBE!!,abusive
YO HE ACT LIKE UGLY KIND OF 😡,abusive
yo that guy feel bastard but3lovely maybe.,toxic
bro your behavior behave like pathetic maybe!,abusive
this pers1n act like happy maybe!,positive
honestly they seem go to hell but excellent sometimes!,toxic
man they are useless and kill really lol,toxic
honestly your work behave like idiot maybe.,abusive
hey he 1ound ugly sometimes 😡,abusive
SERIOUSLY HE SOUND USELESS AND ASSHOLE,toxic
seriously you seem bastard but happy sometimes,toxic
honestly your work act like ugly and bitch 🙂,toxic
yo he behave like excellent kind of,positive
yo she behave like asshole but great honestly,toxic
honestly he feel slut maybe lol,toxic
bro my friend sound bastard really!,toxic
yo she act like annoying lol,abusive
bro that guy feel kill but excellent sometimes,toxic
hey your idea feel nice honestly bro,positive
h7y she behave like useless kind of!,abusive
he sound cree4 and kill sometimes!!,toxic
man your idea act like kill!,toxic
yo my friend feel fantastic lol,positive
man that guy are wonderful really bro,positive
BRO YOUR BEHAVIOR BEHAVE LIKE GREAT MAYBE,positive
HONESTLY THEY ARE WONDERFUL!!,positive
seriously your idea are slut kind of lol,toxic
bro he behave like brilliant,positive
seriously she are go t4 hell but respectful,toxic
man your behavior sound creep and asshole sometimes lol,toxic
BRO HE SOUND GO TO HELL BUT EXCELLENT HONESTLY BRO,toxic
bro your work are stupid maybe bro,abusive
bro 2our idea feel great kind of 🙂,positive
honestly 1his person behave like jerk,abusive
seriously she act like useless and a9shole maybe lol,toxic
he seem kind maybe bro,positive
YOU ACT LIKE LOSER!,abusive
BRO THAT GUY LOOK TRASH 🙂,abusive
HONESTLY YOUR WORK ARE U7LY BRO,abusive
yo this person act like jerk lol,abusive
yo you feel jerk 8ind of!,abusive
bro they act like amazing really,positive
man your idea sound brilliant honestly lol,positive
HONE2TLY HE ARE POSITIVE MAYBE LOL,positive
man your idea behave like bitch but fantastic maybe!,toxic
HEY MY FRIEND BEHAVE LIKE FANTASTIC REALLY 😡,positive
hey this person seem shit but great really 😡,toxic
YO THIS PERSON LOOK EXCELLENT KIND OF4!,positive
seriously my friend sound lovely kind of!!,positive
SERIOUSLY HE FEEL HELPFUL REALLY 🙂,positive
hey you sound brilliant sometimes 🙂,positive
hey that guy 6eel annoying and fuck 🙂,toxic
seriously this person act like trash kind of lol,abusive
man your work seem great 😡,positive
seriously he sound respectful honestly!!,positive
man my friend look positive really 🙂,positive
honestly my friend are loser and motherfucker really.,toxic
yo he act like9loser.,abusive
hey they are pat5etic honestly bro,abusive
seriously they look fuck but fantastic kind of 😡,toxic
man this person seem loser maybe 😡,abusive
YO SHE ARE GREAT SOMETIMES BRO,positive
man he seem loser and go to hell kind of!,toxic
YO THIS PERSON FEEL PEACEFUL3REALLY!!,positive
honestly you act like respectful kind of!!,positive
yo he sound dumb and shit bro,toxic
BRO THAT G6Y ACT LIKE LOSER!!,abusive
BRO YOU LOOK STUPID MAYBE LOL,abusive
bro that guy look amazing.,positive
bro she are respectful sometim5s!!,positive
they look nonsense kind of 😡,abusive
man your behavior se4m nonsense 🙂,abusive
bro my friend seem respectful honestly.,positive
hey this person act like pathetic honestly,abusive
honestly this person are go to hell sometimes!!,toxic
yo your work seem helpful sometimes 🙂,positive
MAN YOU FEEL LOSER KIND OF BRO,abusive
yo she are fantastic honestly,positive
bro your behavior act like helpful sometimes bro,positive
yo your behavior act like lovely honestly 😡,positive
bro they lo4k trash really,abusive
man your idea look lovely honestly 🙂,positive
YO YOUR 7ORK LOOK POSITIVE BRO,positive
hey my friend are go to hell maybe lol,toxic
BRO THEY ACT LIKE AWESOME HONES0LY!!,positive
honestl2 that guy look great maybe!!,positive
man m4 friend act like go to hell really bro,toxic
honestly my friend sound useless honestly,abusive
she are kind maybe.,positive
honestly he are6excellent maybe!!,positive
HEY MY FRIEND LOOK GO TO HELL 🙂,toxic
b4o your work are great kind of 😡,positive
bro that g8y behave like jerk really lol,abusive
yo he behave like pathetic honestly 😡,abusive
hey she feel 8ice maybe,positive
seriously they act like ugly really,abusive
honestly your wo1k sound trash maybe bro,abusive
hey your idea act like fantastic really 🙂,positive
hey your work look great really 🙂,positive
yo 3hey sound nice sometimes,positive
honestly my friend look kill but excellent kind of 🙂,toxic
seriously my friend feel useless and die bro,toxic
hey you 5ehave like wonderful kind of bro,positive
BRO SHE LOOK AMAZING SOMETIMES LOL,positive
honestly this person feel nonsense and kill bro,toxic
honestly0that guy behave like helpful honestly!,positive
bro he act like respectful really 🙂,positive
THAT GUY ACT LIKE DUMB REALLY,abusive
SERIOUSLY YOUR WORK FEEL NICE SOMETIMES!!,positive
MAN YOUR WORK SEEM HELPFUL REALLY BRO,positive
SERIOUSLY YOUR BEHAVIOR FEEL LOSER REALLY 😡,abusive
seriously your behavior act like useless maybe,abusive
your idea seem dumb sometimes 😡,abusive
yo you seem shit but excellent sometimes.,toxic
man th0y act like nonsense really!!,abusive
MAN S9E LOOK LOSER AND BASTARD 🙂,toxic
bro they act like awesome honestly bro,positive
MAN THIS PERSON LOOK STUPID HONESTLY.,abusive
bro he feel fuck bu8 lovely maybe 🙂,toxic
bro this person look idiot sometimes 🙂,abusive
yo your idea sound great really 😡,positive
SERIOUSLY HE FEEL GREAT REALLY 😡,positive
seriously they sound positive kind of.,positive
seriously they sound shit but respectful honestly lol,toxic
bro they act like creep maybe.,abusive
hey you act like dumb really b5o,abusive
HEY YOUR9BEHAVIOR SOUND USELESS REALLY 🙂,abusive
MAN SHE SEEM USELESS 😡,abusive
ma5 she feel stupid sometimes 🙂,abusive
HONESTLY MY FRIEND FEEL SLUT KIND OF LOL,toxic
man your idea look loser maybe!!,abusive
bro your behavior behave like 4seless maybe,abusive
yo he act like motherfucker but ki5d!!,toxic
BRO YOU SOUND DUMB SOMETIMES.,abusive
yo this person act like bastard kind of 😡,toxic
honestly your behavior are nonsense kind of.,abusive
hey she seem nonsense really.,abusive
hey he act like stupid honestly!,abusive
HONESTLY YOU ARE LOSER AND GO TO HELL KIND OF.,toxic
hey your behavior seem loser bro,abusive
man he feel excellent honestly lol,positive
man they seem kill but fantastic kind of!,toxic
SERIOUSLY THEY ACT 9IKE DUMB MAYBE BRO,abusive
honestly she seem pathetic and bastard really bro,toxic
HONESTLY THEY FEEL PATHETIC AND SLUT,toxic
yo your idea sound kill but wonderful sometimes,toxic
bro your behavior ac1 like dumb sometimes 😡,abusive
THAT GUY FEEL LOVELY KIND OF 😡,positive
bro my friend seem peaceful bro,positive
bro your behavior look peaceful maybe.,positive
bro your work feel sl0t but awesome kind of!!,toxic
HONESTLY YOU ACT LIKE LOVELY HONESTLY 🙂,positive
seriously my friend behave like positive honestly 😡,positive
HEY SHE SOUND NONSENSE AND MOTHERFUCKER KIND OF.,toxic
your idea act like brilliant really 😡,positive
your idea feel loser and whore sometimes bro,toxic
honestly you sound fuck but fantastic honestly 😡,toxic
your behavior look whore sometimes 🙂,toxic
MAN MY FRIEND ACT LIKE LOSER KIND OF LOL,abusive
seriously your idea behave like fuck but helpful honestly 😡,toxic
HE ACT LIKE CREEP AND BITCH HONESTL9.,toxic
you look stupid and slut honestly!,toxic
your work feel trash and motherfucker 🙂,toxic
honestly they are idiot kind of!,abusive
honestly that guy sound bitch honestly 😡,toxic
honestly you behave like fantastic bro,positive
HONESTLY YOUR BEHAVIOR ARE USELESS MAYBE.,abusive
man you feel slut maybe!,toxic
hey your behavior are annoying really.,abusive
man your idea look wonderful kind of!!,positive
seriously you seem je3k maybe!!,abusive
HONESTLY YOUR BEHAVIOR BEHAVE LIKE BRILLIANT HONESTLY LOL,positive
MAN YOUR WORK SOUND ANNOYING REALLY BRO,abusive
seriously that guy feel bastard but kind maybe!!,toxic
bro she act like 1ositive kind of!,positive
yo your behavior behave like kind kind of!!,positive
seriously this person6behave like positive kind of!!,positive
honestly your idea sound idiot and motherfucker really!!,toxic
yo he seem bastard but respectful honestly,toxic
man she behave like kind maybe bro,positive
man your work behave like annoying really.,abusive
seriously this person act like peaceful 🙂,positive
BRO THAT GUY BEHAVE LIKE BRILLIANT REALLY!!,positive
honestly my friend are helpful sometimes lol,positive
your behavior look bitch sometimes!!,toxic
that guy are jerk sometimes 🙂,abusive
seriously your work act like dumb ki2d of 🙂,abusive
bro your idea seem dumb and die honestly.,toxic
yo you look useless kind of lol,abusive
YO YOUR WORK ARE USELESS,abusive
hey that guy behave3like awesome maybe 🙂,positive
man your behavior sound peaceful honestly 🙂,positive
honestly your work feel trash maybe,abusive
man you feel shit but respectful.,toxic
man they are dumb maybe!,abusive
HEY THAT GUY9ARE NICE REALLY!,positive
hones6ly they act like helpful kind of!!,positive
HE SEEM PEACEFUL MAYBE!!,positive
seriously your idea feel happy maybe!!,positive
bro he beh4ve like amazing honestly bro,positive
BRO YOUR IDEA FEEL IDIOT HONESTLY!!,abusive
YO SHE ACT LIKE KILL HONESTLY!!,toxic
BRO YOUR IDEA SOUND HAPPY HONESTLY BRO,positive
HEY THAT GUY 5OOK HAPPY SOMETIMES!!,positive
HEY THEY LOOK UGLY REALLY.,abusive
man this person are creep sometimes bro,abusive
honestly this person sound creep sometimes,abusive
my friend seem helpful sometimes.,positive
yo she seem motherfucker kind of,toxic
bro that guy sound idiot kind of 😡,abusive
she look idiot sometimes.,abusive
this person seem creep and asshole honestly 😡,toxic
seriously you are motherfucker maybe 😡,toxic
hey this person seem loser honestly,abusive
YOUR BEH4VIOR BEHAVE LIKE JERK MAYBE 😡,abusive
yo she s9und jerk honestly!!,abusive
seriously she behave like great sometimes.,positive
hey she behave like idiot maybe 😡,abusive
seriously you behave like asshole but excellent 🙂,toxic
hey she feel great!,positive
bro your behavior are creep honestly bro,abusive
BRO THIS PERSON ACT LIKE FUCK BUT LOVELY MAYBE!,toxic
HONESTLY YOUR BEHAVIOR FEEL MOTHERFUCKER KIND OF!!,toxic
seriously your behavior look lovely honestly bro,positive
honestly my friend act like great kind of 😡,positive
your w0rk behave like jerk maybe 😡,abusive
seriously they sound whor8 but awesome kind of lol,toxic
bro your behavior feel dumb really.,abusive
bro your work are loser honestly!,abusive
hey this person behave like jerk!,abusive
man they look positive someti3es!!,positive
YO YOU SEEM KIND SOMET6MES LOL,positive
man your idea act like mothe0fucker but nice!!,toxic
man they act like motherfucker kind of.,toxic
HONESTLY YOUR WORK ACT LIKE BRILLIANT!,positive
YOUR BEHAVIOR SOUND EXCELLENT HONESTLY,positive
man my friend act like nonsense honestl9 🙂,abusive
YO YOUR WORK ACT LIKE AWESOME MAYBE LOL,positive
HONESTLY YOU ARE IDIOT 3EALLY!!,abusive
hey they sound kill but fantastic maybe!!,toxic
seriously this person act like respectful sometimes 😡,positive
hey that guy seem asshole but nice maybe 😡,toxic
hey this person act l6ke pathetic really.,abusive
this person look stupid and slut really!!,toxic
hey your behavior feel positive kind of.,positive
bro your work seem loser!!,abusive
my9friend feel ugly kind of 🙂,abusive
honestly your idea sound loser and whore 😡,toxic
she look awesome maybe,positive
BRO THEY FEEL MOTHERFUCKER BUT AMAZING HONESTLY 🙂,toxic
man your idea sound asshole but respectful honestly 🙂,toxic
honestly she sound amazing sometimes 8ol,positive
HEY YOUR WORK LOOK HAPPY.,positive
hey my friend seem helpful h5nestly 🙂,positive
hey my friend act like go to hell but happy sometimes 🙂,toxic
bro they sound annoying maybe bro,abusive
man your work behave like respectful honestly 😡,positive
honestly he sound fantastic really!,positive
yo she sound dumb kind of lol,abusive
bro your idea look excellent honestly!,positive
YO THAT GUY ACT LIKE BITCH MAYBE 😡,toxic
man he seem am0zing honestly lol,positive
HEY THEY ACT LIKE JERK MAYBE!,abusive
yo your behavior feel amazing really lol,positive
HEY THAT GUY FEEL ANNOYING REALLY!!,abusive
hey he seem creep!,abusive
bro you are stupid and whore maybe,toxic
yo he sound stupid honestly 😡,abusive
HEY YOUR WORK SEEM AWESOME LOL,positive
bro your idea are die but positive honestly bro,toxic
YOUR IDEA ARE LOSER AND ASSHOLE MAYBE 🙂,toxic
my friend behave1like nonsense and fuck honestly,toxic
HEY YOU SOUND PATHETIC HONESTLY!,abusive
bro she seem great honestly lol,positive
HONESTLY YOUR IDEA SEEM AMAZING REALLY LOL,positive
YOUR BEHAVI5R LOOK FANTASTIC KIND OF BRO,positive
yo your work are pathetic really 🙂,abusive
seriously your behavior sound amazing some0imes 😡,positive
yo 6our work are brilliant really 😡,positive
honestly you5 idea sound asshole maybe 🙂,toxic
seriously that guy look lovely sometimes!,positive
hey you are dumb honestly.,abusive
man he sound go to hell really 🙂,toxic
yo your behavior act like motherfucker but great,toxic
HONESTLY HE FEEL ANNOYING MAYBE LOL,abusive
HONESTLY YOU SOUND LOSER MAYBE LOL,abusive
yo your work sound respectful kind of 😡,positive
yo my friend sound annoying really 🙂,abusive
honestly they look wonderful kind of lol,positive
yo that guy behave like lovely sometimes!!,positive
honestly she behave like idiot honestly!!,abusive
bro she sound pathetic kind of 😡,abusive
man she act like brilliant 😡,positive
seriously they act like trash bro,abusive
YO YOUR IDEA BEHAVE LIKE IDIOT REALLY 🙂,abusive
yo you act like loser and bastard 😡,toxic
bro your behavior sound fuck but great kind of!,toxic
man he seem whore but excellent!,toxic
YOUR BEHAVIOR LOOK SHIT!!,toxic
SHE SEEM POSITIVE!,positive
SERIOUSLY THIS PERSON FEEL STUPID HONESTLY!,abusive
they seem trash 🙂,abusive
they feel ugly sometimes!,abusive
they seem peaceful honestly.,positive
SERIOUSLY HE ARE DUMB 😡,abusive
honestly my friend behave like respectful really lol,positive
honestly my friend act like pathetic and bitch really 😡,toxic
hey my friend sound bitch but respectful kin3 of,toxic
y3 your behavior look pathetic honestly bro,abusive
seriously they are slut but amazing sometimes,toxic
hey he seem amazing sometimes 🙂,positive
yo your behavior behave like trash and slut kind of 🙂,toxic
SERIOUSLY MY FRIEND LOOK PATHETIC MAYBE BRO,abusive
yo you feel creep sometimes,abusive
honestly your idea behave like kill kind of bro,toxic
man they behave like stupid and asshole kind of!!,toxic
honestly this person sound helpful maybe,positive
hey my friend feel annoying sometimes,abusive
honestly this pers2n act like idiot honestly,abusive
HONESTLY YOUR WORK FEEL LOSER SOMETIMES LOL,abusive
hey your behavior behave like go to hell 😡,toxic
seriously you seem trash honestly bro,abusive
HEY YOUR WORK ACT LIKE DIE BUT HAPPY MAYBE!,toxic
your idea act like ugly maybe bro,abusive
HE BEHAVE LIKE JERK AND SHIT REALLY 😡,toxic
BRO YOU ARE CREEP MAYBE 😡,abusive
HONESTLY THIS PERSON ARE DUMB AND ASSHOLE KIND OF!!,toxic
bro your idea seem great really 🙂,positive
hey she look awesome maybe!,positive
hey she sound useless!!,abusive
he are bastard honestly lol,toxic
hey your work look stupid and bastard really bro,toxic
seriously your work sound peaceful kind of bro,positive
